Name,Type,Origin,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Nissan,Sports,Asia,26910.0,25203.0,3.5,6.0,287,20,26,3188,104,169
Nissan,Sports,Asia,34390.0,31845.0,3.5,6.0,287,20,26,3428,104,169
Nissan,Truck,Asia,19479.0,18253.0,3.3,6.0,180,17,20,3932,116,191
Nissan,Truck,Asia,26650.0,24926.0,5.6,8.0,305,14,18,5287,140,224
Nissan,Wagon,Asia,28739.0,27300.0,3.5,6.0,245,20,25,3801,111,188
Oldsmobile,Sedan,USA,18825.0,17642.0,2.2,4.0,140,24,32,2946,107,187
Oldsmobile,Sedan,USA,23675.0,21485.0,3.4,6.0,170,20,29,3085,107,187
Oldsmobile,Sedan,USA,28790.0,26120.0,3.4,6.0,185,19,26,3948,120,201
Pontiac,SUV,USA,21595.0,19810.0,3.4,6.0,185,19,26,3779,108,182
Pontiac,Sedan,USA,15495.0,14375.0,2.2,4.0,140,24,33,2771,104,182
Pontiac,Sedan,USA,22450.0,20595.0,3.4,6.0,175,20,29,3118,107,186
Pontiac,Sedan,USA,22395.0,20545.0,3.8,6.0,200,20,30,3477,111,198
Pontiac,Sedan,USA,17735.0,16369.0,2.2,4.0,140,24,33,2771,104,182
Pontiac,Sedan,USA,24295.0,22284.0,3.8,6.0,200,20,30,3484,111,198
Pontiac,Sedan,USA,35995.0,32997.0,4.6,8.0,275,17,20,3790,112,203
Pontiac,Sedan,USA,23845.0,21644.0,3.4,6.0,185,19,26,3803,112,187
Pontiac,Sedan,USA,31370.0,28454.0,3.4,6.0,185,18,24,4431,121,201
Pontiac,Sports,USA,33500.0,30710.0,5.7,8.0,340,16,20,3725,110,190
Pontiac,Wagon,USA,17045.0,15973.0,1.8,4.0,130,29,36,2701,102,172
Porsche,SUV,Europe,56665.0,49865.0,4.5,8.0,340,14,18,4950,112,188
Porsche,Sports,Europe,79165.0,69229.0,3.6,6.0,315,18,26,3135,93,175
Porsche,Sports,Europe,84165.0,72206.0,3.6,6.0,315,17,24,3240,93,175
Porsche,Sports,Europe,76765.0,67128.0,3.6,6.0,315,18,26,3119,93,175
Porsche,Sports,Europe,192465.0,173560.0,3.6,6.0,477,17,24,3131,93,175
Porsche,Sports,Europe,43365.0,37886.0,2.7,6.0,228,20,29,2811,95,170
Porsche,Sports,Europe,52365.0,45766.0,3.2,6.0,258,18,26,2911,95,170
Saab,Sedan,Europe,30860.0,29269.0,2.0,4.0,210,20,28,3175,105,183
Saab,Sedan,Europe,33360.0,31562.0,2.0,4.0,210,20,28,3175,105,183
Saab,Sedan,Europe,35105.0,33011.0,2.3,4.0,220,21,29,3470,106,190
Saab,Sedan,Europe,39465.0,37721.0,2.3,4.0,250,21,29,3470,106,190
Saab,Sedan,Europe,40670.0,38520.0,2.0,4.0,210,21,29,3480,105,182
Saab,Sedan,Europe,43175.0,40883.0,2.0,4.0,210,21,30,3700,105,182
Saab,Wagon,Europe,40845.0,38376.0,2.3,4.0,250,19,29,3620,106,190
Saturn,SUV,USA,20585.0,19238.0,2.2,4.0,143,21,26,3381,107,181
Saturn,Sedan,USA,10995.0,10319.0,2.2,4.0,140,26,35,2692,103,185
Saturn,Sedan,USA,14300.0,13393.0,2.2,4.0,140,26,35,2692,103,185
Saturn,Sedan,USA,15825.0,14811.0,2.2,4.0,140,26,35,2692,103,185
Saturn,Sedan,USA,14850.0,13904.0,2.2,4.0,140,26,35,2751,103,185
Saturn,Sedan,USA,16350.0,15299.0,2.2,4.0,140,26,35,2751,103,185
Saturn,Sedan,USA,21410.0,19801.0,3.0,6.0,182,20,28,3197,107,190
Saturn,Wagon,USA,23560.0,21779.0,2.2,4.0,140,24,34,3109,107,190
Scion,Sedan,Asia,12965.0,12340.0,1.5,4.0,108,32,38,2340,93,154
Scion,Wagon,Asia,14165.0,13480.0,1.5,4.0,108,31,35,2425,98,155
Subaru,Sedan,Asia,19945.0,18399.0,2.5,4.0,165,22,28,2965,99,174
Subaru,Sedan,Asia,20445.0,18713.0,2.5,4.0,165,21,28,3285,104,184
Subaru,Sedan,Asia,25645.0,23336.0,2.5,4.0,165,21,28,3395,104,184
Subaru,Sedan,Asia,27145.0,24687.0,2.5,4.0,165,20,27,3495,104,184
Subaru,Sedan,Asia,29345.0,26660.0,3.0,6.0,212,19,26,3610,104,184
Subaru,Sedan,Asia,31545.0,28603.0,3.0,6.0,212,19,26,3630,104,184
Subaru,Sports,Asia,25045.0,23022.0,2.0,4.0,227,20,27,3085,99,174
Subaru,Sports,Asia,31545.0,29130.0,2.5,4.0,300,18,24,3263,100,174
Subaru,Truck,Asia,24520.0,22304.0,2.5,4.0,165,21,28,3485,104,193
Subaru,Wagon,Asia,21445.0,19646.0,2.5,4.0,165,21,28,3090,99,175
Subaru,Wagon,Asia,23895.0,21773.0,2.5,4.0,165,21,28,3430,104,187
Suzuki,SUV,Asia,23699.0,22307.0,2.7,6.0,185,18,22,3682,110,187
Suzuki,SUV,Asia,17163.0,16949.0,2.5,6.0,165,19,22,3020,98,163
Suzuki,Sedan,Asia,12884.0,12719.0,2.3,4.0,155,25,31,2676,98,171
Suzuki,Sedan,Asia,14500.0,14317.0,2.3,4.0,155,25,31,2676,98,171
Suzuki,Sedan,Asia,12269.0,12116.0,2.0,4.0,119,24,31,2701,102,177
Suzuki,Sedan,Asia,15568.0,15378.0,2.0,4.0,119,22,30,2756,102,177
Suzuki,Sedan,Asia,17262.0,17053.0,2.5,6.0,155,20,27,3380,106,188
Suzuki,Wagon,Asia,16497.0,16291.0,2.3,4.0,155,24,29,2932,98,167
Toyota,Hybrid,Asia,20510.0,18926.0,1.5,4.0,110,59,51,2890,106,175
Toyota,SUV,Asia,35695.0,31827.0,4.7,8.0,240,14,17,5270,118,204
Toyota,SUV,Asia,27710.0,24801.0,4.0,6.0,245,18,21,4035,110,189
Toyota,SUV,Asia,27930.0,24915.0,3.3,6.0,230,18,24,3935,107,185
Toyota,SUV,Asia,54765.0,47986.0,4.7,8.0,325,13,17,5390,112,193
Toyota,SUV,Asia,20290.0,18553.0,2.4,4.0,161,22,27,3119,98,167
Toyota,Sedan,Asia,14085.0,13065.0,1.8,4.0,130,32,40,2502,102,178
Toyota,Sedan,Asia,15030.0,13650.0,1.8,4.0,130,32,40,2524,102,178
Toyota,Sedan,Asia,15295.0,13889.0,1.8,4.0,130,32,40,2524,102,178
Toyota,Sedan,Asia,10760.0,10144.0,1.5,4.0,108,35,43,2035,93,163
Toyota,Sedan,Asia,11560.0,10896.0,1.5,4.0,108,33,39,2085,93,163
Toyota,Sedan,Asia,11290.0,10642.0,1.5,4.0,108,35,43,2055,93,163
Toyota,Sedan,Asia,19560.0,17558.0,2.4,4.0,157,24,33,3086,107,189
Toyota,Sedan,Asia,22775.0,20325.0,3.0,6.0,210,21,29,3296,107,189
Toyota,Sedan,Asia,19635.0,17722.0,2.4,4.0,157,24,33,3175,107,193
Toyota,Sedan,Asia,21965.0,19819.0,3.3,6.0,225,20,29,3417,107,193
Toyota,Sedan,Asia,26560.0,23693.0,3.0,6.0,210,21,29,3417,107,192
Toyota,Sedan,Asia,25920.0,23125.0,3.0,6.0,210,21,29,3362,107,189
Toyota,Sedan,Asia,26510.0,23908.0,3.3,6.0,225,20,29,3439,107,193
Toyota,Sedan,Asia,30920.0,27271.0,3.0,6.0,210,21,29,3439,107,192
Toyota,Sedan,Asia,23495.0,21198.0,3.3,6.0,230,19,27,4120,119,200
Toyota,Sedan,Asia,28800.0,25690.0,3.3,6.0,230,19,27,4165,119,200
Toyota,Sports,Asia,22570.0,20363.0,1.8,4.0,180,24,33,2500,102,171
Toyota,Sports,Asia,25130.0,22787.0,1.8,4.0,138,26,32,2195,97,153
Toyota,Truck,Asia,12800.0,11879.0,2.4,4.0,142,22,27,2750,103,191
Toyota,Truck,Asia,16495.0,14978.0,3.4,6.0,190,16,18,3925,128,218
Toyota,Truck,Asia,25935.0,23520.0,3.4,6.0,190,14,17,4435,128,218
Toyota,Wagon,Asia,16695.0,15156.0,1.8,4.0,130,29,36,2679,102,171
Volkswagen,SUV,Europe,35515.0,32243.0,3.2,6.0,220,15,20,5086,112,187
Volkswagen,Sedan,Europe,18715.0,17478.0,2.0,4.0,115,24,31,2897,99,165
Volkswagen,Sedan,Europe,19825.0,18109.0,1.8,4.0,180,24,31,2934,99,168
Volkswagen,Sedan,Europe,21055.0,19638.0,1.9,4.0,100,38,46,3003,99,172
Volkswagen,Sedan,Europe,21055.0,19638.0,1.8,4.0,150,24,31,2820,99,161
Volkswagen,Sedan,Europe,23785.0,21686.0,2.8,6.0,200,21,30,3179,99,172
Volkswagen,Sedan,Europe,23215.0,21689.0,2.0,4.0,115,24,30,3082,99,161
Volkswagen,Sedan,Europe,23955.0,21898.0,1.8,4.0,170,22,31,3241,106,185
Volkswagen,Sedan,Europe,33180.0,30583.0,2.8,6.0,190,19,26,3721,106,185
Volkswagen,Sedan,Europe,39235.0,36052.0,4.0,8.0,270,18,25,3953,106,185
Volkswagen,Sedan,Europe,65000.0,59912.0,4.2,8.0,335,16,22,5194,118,204
Volkswagen,Sedan,Europe,75000.0,69130.0,6.0,12.0,420,12,19,5399,118,204
Volkswagen,Wagon,Europe,19005.0,17427.0,2.0,4.0,115,24,30,3034,99,174
Volkswagen,Wagon,Europe,24955.0,22801.0,1.8,4.0,170,22,31,3338,106,184
Volkswagen,Wagon,Europe,40235.0,36956.0,4.0,8.0,270,18,25,4067,106,184
Volvo,SUV,Europe,41250.0,38851.0,2.9,6.0,268,15,20,4638,113,189
Volvo,Sedan,Europe,25135.0,23701.0,1.9,4.0,170,22,29,2767,101,178
Volvo,Sedan,Europe,31745.0,29916.0,2.5,5.0,208,20,27,3903,107,180
Volvo,Sedan,Europe,34845.0,32902.0,2.3,5.0,247,20,28,3766,107,180
Volvo,Sedan,Europe,37560.0,35382.0,2.5,5.0,300,18,25,3571,107,181
Volvo,Sedan,Europe,37730.0,35542.0,2.9,6.0,208,20,28,3576,110,190
Volvo,Sedan,Europe,37885.0,35688.0,2.5,5.0,194,20,27,3691,110,190
Volvo,Sedan,Europe,40565.0,38203.0,2.4,5.0,197,21,28,3450,105,186
Volvo,Sedan,Europe,42565.0,40083.0,2.3,5.0,242,20,26,3450,105,186
Volvo,Sedan,Europe,45210.0,42573.0,2.9,6.0,268,19,26,3653,110,190
Volvo,Wagon,Europe,26135.0,24641.0,1.9,4.0,170,22,29,2822,101,180
Volvo,Wagon,Europe,35145.0,33112.0,2.5,5.0,208,20,27,3823,109,186
